time,value
224426,3418
224427,2641
224428,819
224429,-1586
224430,-3788
224431,-5149
224432,-5515
224433,-5208
224434,-4710
224435,-4307
224436,-3941
224437,-3335
224438,-2263
224439,-729
224440,1032
224441,2702
224442,4044
224443,4955
224444,5424
224445,5451
224446,5012
224447,4078
224448,2665
224449,869
224450,-1131
224451,-3091
224452,-4743
224453,-5857
224454,-6297
224455,-6068
224456,-5298
224457,-4168
224458,-2838
224459,-1413
224460,12
224461,1299
224462,2247
224463,2665
224464,2484
224465,1816
224466,898
224467,-29
224468,-828
224469,-1463
224470,-1913
224471,-2106
224472,-1946
224473,-1429
224474,-735
224475,-172
224476,16
224477,-166
224478,-448
224479,-483
224480,-102
224481,566
224482,1213
224483,1616
224484,1820
224485,2063
224486,2503
224487,2973
224488,2996
224489,2089
224490,158
224491,-2327
224492,-4504
224493,-5546
224494,-5065
224495,-3265
224496,-784
224497,1613
224498,3300
224499,3930
224500,3466
224501,2165
224502,538
224503,-773
224504,-1210
224505,-543
224506,1015
224507,2908
224508,4516
224509,5423
224510,5520
224511,4910
224512,3740
224513,2123
224514,211
224515,-1711
224516,-3237
224517,-4010
224518,-3928
224519,-3213
224520,-2259
224521,-1380
224522,-654
224523,13
224524,692
224525,1303
224526,1691
224527,1825
224528,1917
224529,2288
224530,3058
224531,3909
224532,4191
224533,3332
224534,1282
224535,-1364
224536,-3698
224537,-5054
224538,-5383
224539,-5187
224540,-5067
224541,-5263
224542,-5509
224543,-5295
224544,-4269
224545,-2478
224546,-280
224547,1932
224548,3924
224549,5599
224550,6821
224551,7318
224552,6793
224553,5171
224554,2747
224555,88
224556,-2262
224557,-4036
224558,-5275
224559,-6118
224560,-6570
224561,-6454
224562,-5583
224563,-3991
224564,-2005
224565,-77
224566,1478
224567,2626
224568,3516
224569,4251
224570,4728
224571,4694
224572,3965
224573,2612
224574,959
224575,-607
224576,-1839
224577,-2703
224578,-3265
224579,-3542
224580,-3448
224581,-2882
224582,-1874
224583,-621
224584,597
224585,1575
224586,2266
224587,2728
224588,3006
224589,3058
224590,2791
224591,2167
224592,1264
224593,251
224594,-701
224595,-1489
224596,-2056
224597,-2339
224598,-2258
224599,-1770
224600,-952
224601,-8
224602,825
224603,1409
224604,1760
224605,1972
224606,2078
224607,1991
224608,1582
224609,843
224610,-30
224611,-726
224612,-1028
224613,-968
224614,-790
224615,-735
224616,-840
224617,-920
224618,-752
224619,-300
224620,230
224621,553
224622,559
224623,406
224624,377
224625,608
224626,936
224627,1016
224628,603
224629,-229
224630,-1137
224631,-1760
224632,-1960
224633,-1817
224634,-1417
224635,-655
224636,685
224637,2614
224638,4634
224639,5813
224640,5296
224641,2932
224642,-454
224643,-3436
224644,-4807
224645,-4305
224646,-2727
224647,-1352
224648,-1087
224649,-1927
224650,-3084
224651,-3617
224652,-3076
224653,-1693
224654,-67
224655,1349
224656,2523
224657,3705
224658,5038
224659,6276
224660,6847
224661,6214
224662,4250
224663,1355
224664,-1738
224665,-4314
224666,-5942
224667,-6541
224668,-6261
224669,-5336
224670,-3993
224671,-2432
224672,-841
224673,616
224674,1811
224675,2659
224676,3112
224677,3162
224678,2873
224679,2396
224680,1943
224681,1685
224682,1639
224683,1630
224684,1387
224685,710
224686,-382
224687,-1652
224688,-2787
224689,-3563
224690,-3940
224691,-4007
224692,-3866
224693,-3554
224694,-3054
224695,-2364
224696,-1539
224697,-653
224698,271
224699,1275
224700,2403
224701,3595
224702,4639
224703,5258
224704,5256
224705,4629
224706,3542
224707,2206
224708,756
224709,-750
224710,-2237
224711,-3514
224712,-4299
224713,-4368
224714,-3717
224715,-2604
224716,-1407
224717,-414
224718,310
224719,884
224720,1433
224721,1953
224722,2306
224723,2351
224724,2083
224725,1646
224726,1221
224727,879
224728,540
224729,72
224730,-564
224731,-1241
224732,-1736
224733,-1875
224734,-1637
224735,-1134
224736,-507
224737,161
224738,841
224739,1473
224740,1916
224741,1995
224742,1621
224743,884
224744,32
224745,-668
224746,-1076
224747,-1217
224748,-1209
224749,-1130
224750,-967
224751,-667
224752,-234
224753,226
224754,569
224755,720
224756,729
224757,716
224758,740
224759,735
224760,557
224761,128
224762,-464
224763,-992
224764,-1240
224765,-1157
224766,-876
224767,-595
224768,-408
224769,-249
224770,20
224771,437
224772,862
224773,1047
224774,832
224775,286
224776,-319
224777,-691
224778,-715
224779,-511
224780,-312
224781,-268
224782,-343
224783,-384
224784,-281
224785,-93
224786,-2
224787,-152
224788,-492
224789,-785
224790,-766
224791,-353
224792,273
224793,770
224794,860
224795,491
224796,-162
224797,-844
224798,-1389
224799,-1759
224800,-1944
224801,-1827
224802,-1168
224803,235
224804,2288
224805,4455
224806,5884
224807,5795
224808,3927
224809,770
224810,-2594
224811,-4988
224812,-5708
224813,-4839
224814,-3135
224815,-1547
224816,-682
224817,-536
224818,-617
224819,-363
224820,459
224821,1625
224822,2671
224823,3261
224824,3429
224825,3508
224826,3825
224827,4376
224828,4752
224829,4381
224830,2911
224831,483
224832,-2294
224833,-4650
224834,-6017
224835,-6240
224836,-5523
224837,-4218
224838,-2629
224839,-945
224840,693
224841,2114
224842,3113
224843,3544
224844,3412
224845,2892
224846,2251
224847,1724
224848,1430
224849,1357
224850,1396
224851,1384
224852,1140
224853,520
224854,-514
224855,-1830
224856,-3140
224857,-4108
224858,-4525
224859,-4418
224860,-4016
224861,-3575
224862,-3193
224863,-2744
224864,-2001
224865,-831
224866,665
224867,2198
224868,3471
224869,4338
224870,4829
224871,5016
224872,4863
224873,4204
224874,2874
224875,910
224876,-1373
224877,-3488
224878,-5000
224879,-5712
224880,-5678
224881,-5070
224882,-4036
224883,-2662
224884,-1047
224885,598
224886,1975
224887,2830
224888,3102
224889,2951
224890,2630
224891,2300
224892,1930
224893,1381
224894,571
224895,-403
224896,-1308
224897,-1925
224898,-2189
224899,-2189
224900,-2041
224901,-1752
224902,-1222
224903,-365
224904,735
224905,1810
224906,2538
224907,2741
224908,2480
224909,1975
224910,1428
224911,898
224912,319
224913,-353
224914,-1031
224915,-1513
224916,-1625
224917,-1354
224918,-857
224919,-339
224920,94
224921,476
224922,889
224923,1330
224924,1666
224925,1731
224926,1470
224927,998
224928,526
224929,201
224930,12
224931,-160
224932,-402
224933,-655
224934,-751
224935,-557
224936,-102
224937,418
224938,778
224939,873
224940,769
224941,611
224942,495
224943,408
224944,287
224945,115
224946,-40
224947,-90
224948,-24
224949,68
224950,82
224951,7
224952,-45
224953,46
224954,262
224955,400
224956,200
224957,-443
224958,-1348
224959,-2129
224960,-2422
224961,-2084
224962,-1219
224963,-33
224964,1312
224965,2698
224966,3909
224967,4525
224968,4053
224969,2254
224970,-531
224971,-3391
224972,-5259
224973,-5521
224974,-4405
224975,-2858
224976,-1960
224977,-2270
224978,-3530
224979,-4891
224980,-5471
224981,-4832
224982,-3097
224983,-717
224984,1860
224985,4346
224986,6542
224987,8177
224988,8876
224989,8306
224990,6392
224991,3421
224992,-49
224993,-3400
224994,-6125
224995,-7889
224996,-8495
224997,-7875
224998,-6136
224999,-3612
225000,-821
225001,1699
225002,3568
225003,4664
225004,5051
225005,4845
225006,4142
225007,3068
225008,1865
225009,893
225010,453
225011,569
225012,899
225013,916
225014,258
225015,-992
225016,-2332
225017,-3169
225018,-3213
225019,-2655
225020,-1993
225021,-1646
225022,-1660
225023,-1702
225024,-1333
225025,-325
225026,1206
225027,2917
225028,4469
225029,5669
225030,6448
225031,6745
225032,6431
225033,5386
225034,3631
225035,1403
225036,-902
225037,-2902
225038,-4354
225039,-5176
225040,-5367
225041,-4936
225042,-3909
225043,-2407
225044,-694
225045,884
225046,2044
225047,2687
225048,2914
225049,2899
225050,2745
225051,2418
225052,1810
225053,872
225054,-298
225055,-1471
225056,-2390
225057,-2888
225058,-2941
225059,-2638
225060,-2118
225061,-1512
225062,-909
225063,-355
225064,136
225065,553
225066,866
225067,1005
225068,893
225069,508
225070,-69
225071,-656
225072,-1064
225073,-1209
225074,-1163
225075,-1097
225076,-1143
225077,-1287
225078,-1384
225079,-1285
225080,-969
225081,-572
225082,-274
225083,-153
225084,-132
225085,-60
225086,135
225087,367
225088,462
225089,315
225090,-2
225091,-294
225092,-400
225093,-326
225094,-227
225095,-248
225096,-383
225097,-465
225098,-326
225099,35
225100,425
225101,604
225102,493
225103,240
225104,101
225105,221
225106,514
225107,749
225108,760
225109,585
225110,421
225111,422
225112,540
225113,556
225114,273
225115,-293
225116,-908
225117,-1278
225118,-1238
225119,-792
225120,0
225121,1130
225122,2585
225123,4151
225124,5288
225125,5289
225126,3729
225127,888
225128,-2212
225129,-4305
225130,-4617
225131,-3355
225132,-1555
225133,-391
225134,-421
225135,-1300
225136,-2139
225137,-2192
225138,-1341
225139,-56
225140,1084
225141,1855
225142,2484
225143,3326
225144,4451
225145,5493
225146,5878
225147,5222
225148,3565
225149,1299
225150,-1099
225151,-3274
225152,-5000
225153,-6061
225154,-6224
225155,-5366
225156,-3665
225157,-1628
225158,146
225159,1294
225160,1874
225161,2212
225162,2566
225163,2875
225164,2845
225165,2275
225166,1341
225167,546
225168,344
225169,742
225170,1231
225171,1145
225172,161
225173,-1435
225174,-2956
225175,-3819
225176,-3944
225177,-3740
225178,-3712
225179,-4019
225180,-4351
225181,-4196
225182,-3257
225183,-1669
225184,127
225185,1724
225186,2987
225187,4010
225188,4872
225189,5441
225190,5419
225191,4583
225192,3006
225193,1061
225194,-797
225195,-2283
225196,-3355
225197,-4094
225198,-4514
225199,-4501
225200,-3932
225201,-2851
225202,-1515
225203,-262
225204,696
225205,1380
225206,1952
225207,2514
225208,2987
225209,3164
225210,2889
225211,2207
225212,1334
225213,501
225214,-201
225215,-829
225216,-1452
225217,-2011
225218,-2308
225219,-2146
225220,-1493
225221,-539
225222,422
225223,1165
225224,1643
225225,1928
225226,2079
225227,2057
225228,1760
225229,1151
225230,342
225231,-441
225232,-994
225233,-1248
225234,-1270
225235,-1162
225236,-949
225237,-577
225238,3
225239,723
225240,1383
225241,1755
225242,1719
225243,1334
225244,785
225245,259
225246,-153
225247,-460
225248,-704
225249,-893
225250,-987
225251,-945
225252,-761
225253,-477
225254,-149
225255,182
225256,478
225257,690
225258,760
225259,652
225260,401
225261,110
225262,-113
225263,-227
225264,-285
225265,-378
225266,-538
225267,-691
225268,-714
225269,-540
225270,-241
225271,17
225272,99
225273,15
225274,-88
225275,-61
225276,105
225277,243
225278,138
225279,-297
225280,-927
225281,-1476
225282,-1719
225283,-1611
225284,-1245
225285,-690
225286,135
225287,1396
225288,3090
225289,4821
225290,5832
225291,5363
225292,3154
225293,-253
225294,-3678
225295,-5872
225296,-6176
225297,-4847
225298,-2846
225299,-1231
225300,-555
225301,-641
225302,-840
225303,-560
225304,336
225305,1497
225306,2407
225307,2791
225308,2792
225309,2813
225310,3166
225311,3787
225312,4237
225313,3970
225314,2682
225315,511
225316,-2029
225317,-4291
225318,-5777
225319,-6276
225320,-5844
225321,-4702
225322,-3123
225323,-1376
225324,292
225325,1679
225326,2648
225327,3149
225328,3206
225329,2892
225330,2306
225331,1589
225332,929
225333,525
225334,491
225335,751
225336,1027
225337,952
225338,287
225339,-916
225340,-2309
225341,-3443
225342,-4021
225343,-4050
225344,-3777
225345,-3466
225346,-3192
225347,-2801
225348,-2059
225349,-868
225350,630
225351,2130
225352,3356
225353,4197
225354,4700
225355,4931
225356,4848
225357,4306
225358,3190
225359,1577
225360,-234
225361,-1839
225362,-2934
225363,-3435
225364,-3463
225365,-3208
225366,-2792
225367,-2235
225368,-1523
225369,-691
225370,153
225371,879
225372,1420
225373,1797
225374,2075
225375,2287
225376,2397
225377,2321
225378,1997
225379,1430
225380,696
225381,-89
225382,-806
225383,-1351
225384,-1642
225385,-1634
225386,-1339
225387,-836
225388,-250
225389,309
225390,779
225391,1149
225392,1420
225393,1557
225394,1497
225395,1194
225396,679
225397,71
225398,-479
225399,-854
225400,-1021
225401,-1007
225402,-852
225403,-577
225404,-202
225405,219
225406,587
225407,796
225408,798
225409,630
225410,375
225411,99
225412,-191
225413,-515
225414,-858
225415,-1137
225416,-1246
225417,-1140
225418,-885
225419,-610
225420,-407
225421,-251
225422,-32
225423,325
225424,755
225425,1072
225426,1093
225427,788
225428,309
225429,-126
225430,-395
225431,-544
225432,-707
225433,-949
225434,-1180
225435,-1234
225436,-1028
225437,-662
225438,-346
225439,-220
225440,-218
225441,-130
225442,188
225443,624
225444,848
225445,549
225446,-291
225447,-1341
225448,-2132
225449,-2364
225450,-2067
225451,-1462
225452,-685
225453,361
225454,1846
225455,3668
225456,5240
225457,5689
225458,4401
225459,1544
225460,-1859
225461,-4441
225462,-5276
225463,-4401
225464,-2732
225465,-1418
225466,-1109
225467,-1635
225468,-2255
225469,-2246
225470,-1382
225471,16
225472,1412
225473,2460
225474,3179
225475,3814
225476,4543
225477,5285
225478,5720
225479,5474
225480,4319
225481,2265
225482,-431
225483,-3317
225484,-5814
225485,-7343
225486,-7511
225487,-6295
225488,-4091
225489,-1564
225490,662
225491,2260
225492,3262
225493,3869
225494,4200
225495,4173
225496,3630
225497,2578
225498,1328
225499,379
225500,113
225501,515
225502,1154
225503,1451
225504,1044
225505,3
225506,-1254
225507,-2256
225508,-2768
225509,-2878
225510,-2853
225511,-2899
225512,-3013
225513,-3004
225514,-2644
225515,-1816
225516,-567
225517,937
225518,2498
225519,3936
225520,5092
225521,5810
225522,5939
225523,5382
225524,4152
225525,2398
225526,389
225527,-1558
225528,-3161
225529,-4250
225530,-4778
225531,-4806
225532,-4436
225533,-3769
225534,-2881
225535,-1853
225536,-794
225537,160
225538,890
225539,1350
225540,1594
225541,1721
225542,1793
225543,1772
225544,1545
225545,1021
225546,233
225547,-648
225548,-1401
225549,-1872
225550,-2045
225551,-2002
225552,-1821
225553,-1510
225554,-1040
225555,-431
225556,183
225557,601
225558,690
225559,486
225560,185
225561,-2
225562,-3
225563,72
225564,31
225565,-223
225566,-605
225567,-903
225568,-933
225569,-673
225570,-259
225571,126
225572,378
225573,501
225574,549
225575,538
225576,434
225577,216
225578,-67
225579,-298
225580,-383
225581,-326
225582,-224
225583,-169
225584,-148
225585,-49
225586,237
225587,699
225588,1177
225589,1478
225590,1514
225591,1362
225592,1175
225593,1041
225594,911
225595,679
225596,325
225597,-16
225598,-139
225599,50
225600,426
225601,717
225602,708
225603,403
225604,4
225605,-273
225606,-353
225607,-302
225608,-144
225609,268
225610,1181
225611,2640
225612,4225
225613,5112
225614,4523
225615,2291
225616,-873
225617,-3695
225618,-5066
225619,-4712
225620,-3326
225621,-2070
225622,-1799
225623,-2540
225624,-3576
225625,-4007
225626,-3356
225627,-1803
225628,57
225629,1676
225630,2865
225631,3769
225632,4595
225633,5358
225634,5839
225635,5736
225636,4844
225637,3153
225638,825
225639,-1848
225640,-4456
225641,-6498
225642,-7489
225643,-7160
225644,-5638
225645,-3435
225646,-1219
225647,515
225648,1637
225649,2312
225650,2739
225651,2940
225652,2763
225653,2107
225654,1134
225655,262
225656,-95
225657,153
225658,664
225659,883
225660,423
225661,-663
225662,-1937
225663,-2897
225664,-3315
225665,-3344
225666,-3322
225667,-3466
225668,-3684
225669,-3647
225670,-3034
225671,-1760
225672,-22
225673,1832
225674,3477
225675,4722
225676,5487
225677,5738
225678,5450
225679,4622
225680,3324
225681,1701
225682,-48
225683,-1725
225684,-3147
225685,-4149
225686,-4596
225687,-4427
225688,-3698
225689,-2591
225690,-1344
225691,-159
225692,873
225693,1749
225694,2480
225695,3026
225696,3292
225697,3196
225698,2740
225699,2022
225700,1184
225701,343
225702,-433
225703,-1102
225704,-1597
225705,-1832
225706,-1738
225707,-1328
225708,-699
225709,13
225710,697
225711,1293
225712,1759
225713,2030
225714,2021
225715,1677
225716,1044
225717,275
225718,-435
225719,-957
225720,-1269
225721,-1421
225722,-1453
225723,-1335
225724,-1005
225725,-454
225726,216
225727,822
225728,1200
225729,1300
225730,1187
225731,963
225732,672
225733,289
225734,-216
225735,-791
225736,-1280
225737,-1509
225738,-1395
225739,-1004
225740,-516
225741,-107
225742,134
225743,217
225744,203
225745,143
225746,63
225747,-16
225748,-71
225749,-98
225750,-139
225751,-273
225752,-555
225753,-949
225754,-1322
225755,-1512
225756,-1407
225757,-981
225758,-242
225759,822
225760,2208
225761,3757
225762,5034
225763,5386
225764,4260
225765,1614
225766,-1862
225767,-4957
225768,-6522
225769,-6092
225770,-4147
225771,-1806
225772,-154
225773,361
225774,61
225775,-331
225776,-261
225777,299
225778,960
225779,1318
225780,1328
225781,1334
225782,1757
225783,2713
225784,3851
225785,4541
225786,4260
225787,2892
225788,767
225789,-1546
225790,-3512
225791,-4797
225792,-5291
225793,-5039
225794,-4187
225795,-2957
225796,-1608
225797,-363
225798,673
225799,1517
225800,2229
225801,2789
225802,3060
225803,2886
225804,2266
225805,1440
225806,789
225807,589
225808,796
225809,1040
225810,868
225811,57
225812,-1218
225813,-2507
225814,-3386
225815,-3727
225816,-3718
225817,-3654
225818,-3656
225819,-3563
225820,-3066
225821,-1975
225822,-399
225823,1305
225824,2753
225825,3759
225826,4383
225827,4782
225828,5007
225829,4917
225830,4291
225831,3030
225832,1294
225833,-548
225834,-2101
225835,-3132
225836,-3623
225837,-3681
225838,-3397
225839,-2791
225840,-1874
225841,-743
225842,377
225843,1231
225844,1681
225845,1795
225846,1787
225847,1855
225848,2028
225849,2154
225850,2026
225851,1553
225852,840
225853,114
225854,-423
225855,-720
225856,-865
225857,-970
225858,-1061
225859,-1050
225860,-828
225861,-368
225862,222
225863,766
225864,1120
225865,1240
225866,1162
225867,936
225868,583
225869,114
225870,-412
225871,-871
225872,-1125
225873,-1111
225874,-895
225875,-617
225876,-390
225877,-221
225878,-29
225879,248
225880,560
225881,765
225882,733
225883,469
225884,117
225885,-150
225886,-272
225887,-343
225888,-511
225889,-817
225890,-1120
225891,-1201
225892,-949
225893,-489
225894,-112
225895,-52
225896,-296
225897,-591
225898,-644
225899,-377
225900,8
225901,189
225902,0
225903,-428
225904,-773
225905,-793
225906,-537
225907,-299
225908,-371
225909,-788
225910,-1307
225911,-1609
225912,-1558
225913,-1268
225914,-919
225915,-498
225916,266
225917,1657
225918,3586
225919,5403
225920,6135
225921,5056
225922,2219
225923,-1450
225924,-4605
225925,-6188
225926,-5959
225927,-4500
225928,-2754
225929,-1441
225930,-730
225931,-337
225932,123
225933,814
225934,1614
225935,2277
225936,2672
225937,2870
225938,3063
225939,3385
225940,3791
225941,4055
225942,3879
225943,3035
225944,1475
225945,-610
225946,-2816
225947,-4621
225948,-5560
225949,-5409
225950,-4288
225951,-2612
225952,-881
225953,546
225954,1580
225955,2322
225956,2886
225957,3240
225958,3225
225959,2719
225960,1818
225961,862
225962,270
225963,279
225964,786
225965,1397
225966,1662
225967,1322
225968,429
225969,-737
225970,-1859
225971,-2746
225972,-3372
225973,-3804
225974,-4089
225975,-4185
225976,-3980
225977,-3358
225978,-2275
225979,-794
225980,922
225981,2647
225982,4153
225983,5260
225984,5864
225985,5928
225986,5455
225987,4467
225988,3009
225989,1185
225990,-817
225991,-2728
225992,-4262
225993,-5206
225994,-5467
225995,-5081
225996,-4166
225997,-2879
225998,-1397
225999,71
226000,1306
226001,2126
226002,2462
226003,2390
226004,2088
226005,1733
226006,1402
226007,1054
226008,601
226009,6
226010,-674
226011,-1312
226012,-1786
226013,-2030
226014,-2028
226015,-1777
226016,-1277
226017,-555
226018,283
226019,1061
226020,1602
226021,1819
226022,1756
226023,1533
226024,1240
226025,879
226026,395
226027,-224
226028,-876
226029,-1386
226030,-1620
226031,-1585
226032,-1415
226033,-1252
226034,-1126
226035,-942
226036,-594
226037,-101
226038,363
226039,588
226040,505
226041,257
226042,92
226043,165
226044,403
226045,563
226046,423
226047,-38
226048,-640
226049,-1157
226050,-1486
226051,-1665
226052,-1728
226053,-1541
226054,-823
226055,625
226056,2625
226057,4534
226058,5490
226059,4895
226060,2801
226061,-39
226062,-2542
226063,-3842
226064,-3688
226065,-2497
226066,-1058
226067,-118
226068,-71
226069,-864
226070,-2096
226071,-3212
226072,-3697
226073,-3238
226074,-1812
226075,314
226076,2691
226077,4859
226078,6479
226079,7366
226080,7419
226081,6548
226082,4703
226083,2010
226084,-1101
226085,-3937
226086,-5794
226087,-6290
226088,-5546
226089,-4082
226090,-2481
226091,-1065
226092,183
226093,1409
226094,2604
226095,3491
226096,3700
226097,3097
226098,1986
226099,988
226100,660
226101,1126
226102,1977
226103,2535
226104,2272
226105,1113
226106,-569
226107,-2215
226108,-3393
226109,-3971
226110,-4069
226111,-3898
226112,-3607
226113,-3226
226114,-2690
226115,-1899
226116,-774
226117,687
226118,2362
226119,3996
226120,5263
226121,5887
226122,5760
226123,4971
226124,3719
226125,2182
226126,452
226127,-1419
226128,-3293
226129,-4891
226130,-5867
226131,-5990
226132,-5291
226133,-4055
226134,-2644
226135,-1302
226136,-84
226137,1043
226138,2029
226139,2667
226140,2699
226141,2024
226142,836
226143,-439
226144,-1368
226145,-1750
226146,-1680
226147,-1421
226148,-1202
226149,-1087
226150,-1017
226151,-943
226152,-904
226153,-996
226154,-1232
226155,-1454
226156,-1371
226157,-730
226158,508
226159,2096
226160,3586
226161,4508
226162,4534
226163,3572
226164,1782
226165,-454
226166,-2596
226167,-4063
226168,-4407
226169,-3510
226170,-1702
226171,312
226172,1699
226173,1856
226174,688
226175,-1334
226176,-3368
226177,-4557
226178,-4370
226179,-2780
226180,-218
226181,2642
226182,5146
226183,6849
226184,7565
226185,7308
226186,6199
226187,4412
226188,2185
226189,-159
226190,-2229
226191,-3665
226192,-4263
226193,-4052
226194,-3255
226195,-2163
226196,-1005
226197,99
226198,1083
226199,1862
226200,2340
226201,2501
226202,2509
226203,2674
226204,3253
226205,4198
226206,5066
226207,5199
226208,4119
226209,1871
226210,-939
226211,-3466
226212,-5100
226213,-5776
226214,-5893
226215,-5941
226216,-6098
226217,-6111
226218,-5510
226219,-3982
226220,-1613
226221,1160
226222,3807
226223,5953
226224,7445
226225,8232
226226,8227
226227,7291
226228,5362
226229,2594
226230,-616
226231,-3759
226232,-6394
226233,-8246
226234,-9193
226235,-9188
226236,-8242
226237,-6467
226238,-4131
226239,-1616
226240,717
226241,2666
226242,4204
226243,5352
226244,6037
226245,6053
226246,5204
226247,3509
226248,1279
226249,-997
226250,-2906
226251,-4274
226252,-5125
226253,-5469
226254,-5139
226255,-3858
226256,-1520
226257,1516
226258,4408
226259,6147
226260,6071
226261,4228
226262,1372
226263,-1414
226264,-3223
226265,-3672
226266,-2946
226267,-1600
226268,-269
226269,541
226270,567
226271,-180
226272,-1425
226273,-2700
226274,-3486
226275,-3403
226276,-2354
226277,-552
226278,1602
226279,3682
226280,5353
226281,6381
226282,6608
226283,5944
226284,4436
226285,2333
226286,63
226287,-1908
226288,-3263
226289,-3940
226290,-4074
226291,-3840
226292,-3320
226293,-2506
226294,-1412
226295,-188
226296,901
226297,1624
226298,1944
226299,2064
226300,2290
226301,2818
226302,3591
226303,4316
226304,4623
226305,4246
226306,3120
226307,1370
226308,-750
226309,-2921
226310,-4813
226311,-6146
226312,-6762
226313,-6677
226314,-6047
226315,-5044
226316,-3736
226317,-2057
226318,70
226319,2555
226320,5043
226321,7011
226322,8007
226323,7875
226324,6802
226325,5162
226326,3284
226327,1317
226328,-713
226329,-2744
226330,-4567
226331,-5867
226332,-6394
226333,-6108
226334,-5178
226335,-3857
226336,-2329
226337,-678
226338,1027
226339,2621
226340,3830
226341,4398
226342,4246
226343,3531
226344,2551
226345,1558
226346,634
226347,-283
226348,-1254
226349,-2215
226350,-2967
226351,-3301
226352,-3131
226353,-2549
226354,-1741
226355,-866
226356,6
226357,859
226358,1647
226359,2247
226360,2514
226361,2377
226362,1897
226363,1234
226364,546
226365,-98
226366,-713
226367,-1323
226368,-1878
226369,-2253
226370,-2314
226371,-2010
226372,-1415
226373,-681
226374,46
226375,677
226376,1179
226377,1528
226378,1678
226379,1575
226380,1213
226381,664
226382,60
226383,-470
226384,-866
226385,-1144
226386,-1353
226387,-1507
226388,-1550
226389,-1398
226390,-1009
226391,-445
226392,132
226393,539
226394,676
226395,582
226396,410
226397,325
226398,391
226399,532
226400,584
226401,406
226402,-27
226403,-624
226404,-1240
226405,-1761
226406,-2109
226407,-2174
226408,-1754
226409,-615
226410,1310
226411,3701
226412,5793
226413,6635
226414,5578
226415,2722
226416,-997
226417,-4205
226418,-5775
226419,-5414
226420,-3752
226421,-1913
226422,-822
226423,-719
226424,-1153
226425,-1407
226426,-1014
226427,5
226428,1292
226429,2510
226430,3586
226431,4653
226432,5773
226433,6708
226434,6957
226435,6055
226436,3921
226437,983
226438,-2007
226439,-4320
226440,-5545
226441,-5659
226442,-4892
226443,-3552
226444,-1945
226445,-376
226446,829
226447,1401
226448,1259
226449,599
226450,-169
226451,-616
226452,-516
226453,79
226454,914
226455,1712
226456,2288
226457,2560
226458,2469
226459,1936
226460,913
226461,-514
226462,-2079
226463,-3418
226464,-4238
226465,-4471
226466,-4273
226467,-3885
226468,-3464
226469,-3001
226470,-2390
226471,-1569
226472,-601
226473,368
226474,1229
226475,2006
226476,2813
226477,3712
226478,4583
226479,5125
226480,5008
226481,4077
226482,2468
226483,553
226484,-1240
226485,-2612
226486,-3454
226487,-3796
226488,-3700
226489,-3210
226490,-2373
226491,-1311
226492,-226
226493,668
226494,1253
226495,1569
226496,1755
226497,1930
226498,2084
226499,2086
226500,1792
226501,1183
226502,403
226503,-315
226504,-798
226505,-1030
226506,-1129
226507,-1224
226508,-1333
226509,-1348
226510,-1130
226511,-645
226512,-24
226513,503
226514,746
226515,674
226516,410
226517,137
226518,-29
226519,-82
226520,-90
226521,-110
226522,-140
226523,-140
226524,-97
226525,-47
226526,-47
226527,-117
226528,-212
226529,-255
226530,-212
226531,-123
226532,-71
226533,-103
226534,-185
226535,-234
226536,-203
226537,-147
226538,-182
226539,-382
226540,-682
226541,-887
226542,-809
226543,-412
226544,134
226545,552
226546,644
226547,409
226548,10
226549,-375
226550,-691
226551,-993
226552,-1301
226553,-1453
226554,-1105
226555,53
226556,2009
226557,4271
226558,5998
226559,6380
226560,5058
226561,2349
226562,-868
226563,-3542
226564,-4899
226565,-4739
226566,-3467
226567,-1862
226568,-723
226569,-537
226570,-1300
226571,-2538
226572,-3518
226573,-3565
226574,-2342
226575,22
226576,3006
226577,5925
226578,8170
226579,9361
226580,9347
226581,8135
226582,5835
226583,2685
226584,-886
226585,-4266
226586,-6783
226587,-7934
226588,-7581
226589,-6000
226590,-3741
226591,-1391
226592,629
226593,2118
226594,3038
226595,3400
226596,3234
226597,2619
226598,1757
226599,958
226600,535
226601,629
226602,1099
226603,1549
226604,1506
226605,676
226606,-886
226607,-2767
226608,-4393
226609,-5296
226610,-5332
226611,-4717
226612,-3862
226613,-3124
226614,-2610
226615,-2179
226616,-1587
226617,-701
226618,411
226619,1542
226620,2508
226621,3263
226622,3862
226623,4312
226624,4444
226625,3950
226626,2594
226627,447
226628,-2042
226629,-4215
226630,-5529
226631,-5802
226632,-5231
226633,-4184
226634,-2953
226635,-1631
226636,-215
226637,1229
226638,2478
226639,3250
226640,3396
226641,3019
226642,2412
226643,1855
226644,1439
226645,1063
226646,583
226647,-27
226648,-634
226649,-1069
226650,-1278
226651,-1362
226652,-1461
226653,-1597
226654,-1614
226655,-1295
226656,-553
226657,463
226658,1446
226659,2127
226660,2436
226661,2486
226662,2419
226663,2264
226664,1930
226665,1344
226666,603
226667,-33
226668,-296
226669,-116
226670,316
226671,673
226672,710
226673,400
226674,-106
226675,-639
226676,-1116
226677,-1508
226678,-1695
226679,-1407
226680,-349
226681,1532
226682,3836
226683,5761
226684,6451
226685,5442
226686,2945
226687,-234
226688,-3064
226689,-4745
226690,-5001
226691,-4089
226692,-2593
226693,-1154
226694,-256
226695,-120
